,Item_id,User_id,Rating,Timestamp,Model_attr,Category,Brand,Year,User_attr,Split,Month
220690,2129,207668,5.0,2014-01-08,Female&Male,Television & Video,Samsung,2014,Male,0,1
220696,2983,207674,3.0,2014-01-08,Female,Computers & Accessories,Fintie,2014,Female,0,1
220741,3411,207718,1.0,2014-01-08,Male,Headphones,JLAB,2014,Male,0,1
220760,2728,207737,5.0,2014-01-08,Male,Camera & Photo,Sony,2014,Male,0,1
220788,1670,207765,5.0,2014-01-08,Female&Male,Headphones,Bose,2014,Male,0,1
220833,2085,207808,5.0,2014-01-08,Male,Camera & Photo,Sony,2014,Female,0,1
220841,3338,207816,3.0,2014-01-08,Male,Headphones,Jabra,2014,Male,0,1
220925,2569,138861,5.0,2014-01-08,Female&Male,Camera & Photo,ViewSonic,2014,Male,2,1
220940,2253,207905,5.0,2014-01-08,Female&Male,Computers & Accessories,Jabra,2014,Male,0,1
220944,2881,207909,5.0,2014-01-08,Male,Camera & Photo,Canon,2014,Male,0,1
220970,2868,207932,5.0,2014-01-08,Female,Camera & Photo,Samsung,2014,Female,0,1
221090,1447,208044,2.0,2014-01-08,Female&Male,Headphones,Bose,2014,Male,0,1
221101,2400,208055,5.0,2014-01-08,Female&Male,Headphones,JLAB,2014,Female,0,1
221139,1575,208091,4.0,2014-01-08,Male,Headphones,Sony,2014,Female,0,1
221176,1124,208126,4.0,2014-01-08,Male,Computers & Accessories,Logitech,2014,Female,0,1
221218,3444,208167,5.0,2014-01-09,Female,Camera & Photo,Samsung,2014,Female,0,1
221241,3106,208188,5.0,2014-01-09,Female,Computers & Accessories,Bose,2014,Male,0,1
221263,79,208209,5.0,2014-01-09,Female&Male,Accessories & Supplies,Etre Jeune,2014,Male,0,1
221268,3572,208213,4.0,2014-01-09,Female,Computers & Accessories,Etre Jeune,2014,Male,0,1
221418,2296,208353,5.0,2014-01-09,Male,Computers & Accessories,Sennheiser,2014,Male,0,1
221438,927,208373,5.0,2014-01-09,Female,Accessories & Supplies,EldHus,2014,Male,0,1
221441,2868,208376,5.0,2014-01-09,Female,Camera & Photo,Samsung,2014,Female,0,1
221459,2569,208391,4.0,2014-01-09,Female&Male,Camera & Photo,ViewSonic,2014,Female,0,1
221481,827,167748,4.0,2014-01-09,Male,Home Audio,Pyle,2014,Male,1,1
221590,1760,208514,1.0,2014-01-09,Female,Computers & Accessories,Logitech,2014,Female,0,1
221591,2544,208376,5.0,2014-01-09,Male,Headphones,JLAB,2014,Female,2,1
221773,2031,208685,5.0,2014-01-09,Female,Computers & Accessories,Logitech,2014,Male,0,1
221788,981,208700,5.0,2014-01-09,Female,Camera & Photo,Olympus,2014,Female,0,1
221826,1797,172669,5.0,2014-01-10,Male,Car Electronics & GPS,Garmin,2014,Male,2,1
221847,2540,208756,2.0,2014-01-10,Male,Headphones,JLAB,2014,Male,0,1
221856,17,208764,5.0,2014-01-10,Female,Camera & Photo,Fujifilm,2014,Female,0,1
221860,3150,208768,5.0,2014-01-10,Male,Headphones,Philips,2014,Male,0,1
221885,2129,208792,4.0,2014-01-10,Female&Male,Television & Video,Samsung,2014,Female,0,1
221908,3426,208815,5.0,2014-01-10,Female&Male,Headphones,JLAB,2014,Female,0,1
221910,1882,208817,5.0,2014-01-10,Female&Male,Headphones,JLAB,2014,Female,0,1
221958,3461,208862,4.0,2014-01-10,Male,Headphones,Philips,2014,Male,0,1
221969,679,208873,2.0,2014-01-10,Female,Computers & Accessories,Linksys,2014,Male,0,1
222066,2400,208967,5.0,2014-01-10,Female&Male,Headphones,JLAB,2014,Female,0,1
222084,2400,208984,2.0,2014-01-10,Female&Male,Headphones,JLAB,2014,Male,0,1
222099,2626,208998,5.0,2014-01-10,Female&Male,Headphones,EldHus,2014,Female,0,1
222103,3403,209002,5.0,2014-01-10,Female&Male,Headphones,EldHus,2014,Female,0,1
222111,1841,209009,4.0,2014-01-10,Female,Camera & Photo,Kodak,2014,Male,0,1
222137,2454,209033,1.0,2014-01-10,Female&Male,Television & Video,Pyle,2014,Female,0,1
222141,1473,209036,5.0,2014-01-10,Female,Accessories & Supplies,Etre Jeune,2014,Male,0,1
222198,3426,209087,5.0,2014-01-10,Female&Male,Headphones,JLAB,2014,Male,0,1
222229,1124,96000,2.0,2014-01-10,Male,Computers & Accessories,Logitech,2014,Male,2,1
222242,1398,209128,5.0,2014-01-10,Male,Camera & Photo,Fujifilm,2014,Male,0,1
222251,2831,208768,5.0,2014-01-10,Female,Camera & Photo,Nikon,2014,Male,2,1
222284,2031,209041,5.0,2014-01-10,Female,Computers & Accessories,Logitech,2014,Male,1,1
222291,259,209172,3.0,2014-01-10,Male,Headphones,Sennheiser,2014,Male,0,1
222359,79,209237,1.0,2014-01-11,Female&Male,Accessories & Supplies,Etre Jeune,2014,Female,0,1
222388,1670,209266,5.0,2014-01-11,Female&Male,Headphones,Bose,2014,Female,0,1
222392,17,209270,4.0,2014-01-11,Female,Camera & Photo,Fujifilm,2014,Female,0,1
222395,2903,84825,5.0,2014-01-11,Female,Computers & Accessories,Jabra,2014,Male,0,1
222428,3085,168712,5.0,2014-01-11,Male,Headphones,Bose,2014,Male,0,1
222515,1690,209382,4.0,2014-01-11,Female,Camera & Photo,Kodak,2014,Male,0,1
222570,3572,43145,4.0,2014-01-11,Female,Computers & Accessories,Etre Jeune,2014,Male,0,1
222614,1496,209475,5.0,2014-01-11,Female&Male,Headphones,JLAB,2014,Male,0,1
222626,3700,209486,4.0,2014-01-11,Male,Headphones,Philips,2014,Male,0,1
222649,2129,209507,5.0,2014-01-11,Female&Male,Television & Video,Samsung,2014,Female,0,1
222657,2129,209514,5.0,2014-01-11,Female&Male,Television & Video,Samsung,2014,Male,0,1
222658,1575,209515,5.0,2014-01-11,Male,Headphones,Sony,2014,Female,0,1
222663,1575,209520,5.0,2014-01-11,Male,Headphones,Sony,2014,Female,0,1
222668,2129,209525,5.0,2014-01-11,Female&Male,Television & Video,Samsung,2014,Female,0,1
222707,259,209559,5.0,2014-01-11,Male,Headphones,Sennheiser,2014,Female,0,1
222722,1593,209572,5.0,2014-01-11,Female&Male,Camera & Photo,Canon,2014,Female,0,1
222731,3036,209580,2.0,2014-01-11,Female,Camera & Photo,Vivitar,2014,Female,0,1
222758,2129,209606,5.0,2014-01-11,Female&Male,Television & Video,Samsung,2014,Female,0,1
222819,751,209660,4.0,2014-01-11,Female,Camera & Photo,Fujifilm,2014,Male,0,1
222838,3106,209678,5.0,2014-01-12,Female,Computers & Accessories,Bose,2014,Male,0,1
222872,3106,209710,5.0,2014-01-12,Female,Computers & Accessories,Bose,2014,Male,0,1
222884,2223,209722,2.0,2014-01-12,Male,Portable Audio & Video,Uniden,2014,Male,0,1
222928,3411,209762,2.0,2014-01-12,Male,Headphones,JLAB,2014,Female,0,1
222931,1997,209763,5.0,2014-01-12,Female,Headphones,Sennheiser,2014,Male,0,1
222979,2129,209811,4.0,2014-01-12,Female&Male,Television & Video,Samsung,2014,Male,0,1
222986,2129,209817,4.0,2014-01-12,Female&Male,Television & Video,Samsung,2014,Female,0,1
223008,2129,209837,5.0,2014-01-12,Female&Male,Television & Video,Samsung,2014,Female,0,1
223060,1139,209884,5.0,2014-01-12,Female&Male,Portable Audio & Video,Apple,2014,Female,0,1
223126,1690,209943,5.0,2014-01-12,Female,Camera & Photo,Kodak,2014,Female,0,1
223144,2997,209959,5.0,2014-01-12,Female,Computers & Accessories,Fintie,2014,Female,0,1
223154,1670,193289,5.0,2014-01-12,Female&Male,Headphones,Bose,2014,Female,2,1
223248,3189,210057,5.0,2014-01-12,Female&Male,Headphones,Etre Jeune,2014,Female,0,1
223253,1575,210062,5.0,2014-01-12,Male,Headphones,Sony,2014,Female,0,1
223258,1575,210067,5.0,2014-01-12,Male,Headphones,Sony,2014,Male,0,1
223261,1575,210070,5.0,2014-01-12,Male,Headphones,Sony,2014,Female,0,1
223279,927,210087,4.0,2014-01-12,Female,Accessories & Supplies,EldHus,2014,Male,0,1
223288,2979,210096,5.0,2014-01-13,Female,Camera & Photo,Canon,2014,Female,0,1
223365,1670,170144,5.0,2014-01-13,Female&Male,Headphones,Bose,2014,Male,2,1
223374,3338,210178,5.0,2014-01-13,Male,Headphones,Jabra,2014,Male,0,1
223486,3868,210284,3.0,2014-01-13,Female,Headphones,Pyle,2014,Male,0,1
223515,2083,210312,5.0,2014-01-13,Male,Camera & Photo,Sony,2014,Male,0,1
223522,1670,210319,5.0,2014-01-13,Female&Male,Headphones,Bose,2014,Female,0,1
223745,111,210531,5.0,2014-01-13,Female&Male,Headphones,Panasonic,2014,Male,0,1
223813,2129,210597,4.0,2014-01-13,Female&Male,Television & Video,Samsung,2014,Female,0,1
223832,2129,210616,4.0,2014-01-14,Female&Male,Television & Video,Samsung,2014,Male,0,1
223833,927,210617,5.0,2014-01-14,Female,Accessories & Supplies,EldHus,2014,Male,0,1
223851,2129,210635,4.0,2014-01-14,Female&Male,Television & Video,Samsung,2014,Male,0,1
223859,1105,210642,5.0,2014-01-14,Male,Car Electronics & GPS,Garmin,2014,Female,0,1
223886,1876,210667,3.0,2014-01-14,Female,Computers & Accessories,ebasy,2014,Female,0,1
223903,1936,210682,5.0,2014-01-14,Female,Headphones,JLAB,2014,Female,0,1
223912,2868,210691,5.0,2014-01-14,Female,Camera & Photo,Samsung,2014,Female,0,1
223924,1490,210701,5.0,2014-01-14,Female,Camera & Photo,Fujifilm,2014,Female,0,1
223976,2031,210629,4.0,2014-01-14,Female,Computers & Accessories,Logitech,2014,Male,1,1
223978,511,210751,5.0,2014-01-14,Female&Male,Home Audio,Sony,2014,Female,0,1
223991,272,210764,5.0,2014-01-14,Female&Male,Headphones,EldHus,2014,Female,0,1
224020,1165,210792,4.0,2014-01-14,Female,Computers & Accessories,Logitech,2014,Male,0,1
224043,2584,210814,4.0,2014-01-14,Male,Camera & Photo,Olympus,2014,Male,0,1
224056,1697,210826,5.0,2014-01-14,Female,Computers & Accessories,Logitech,2014,Male,0,1
224067,3411,195356,4.0,2014-01-14,Male,Headphones,JLAB,2014,Male,2,1
224071,1259,210839,5.0,2014-01-14,Male,Portable Audio & Video,Philips,2014,Female,0,1
224099,1670,210867,1.0,2014-01-14,Female&Male,Headphones,Bose,2014,Male,0,1
224120,2223,210887,5.0,2014-01-14,Male,Portable Audio & Video,Uniden,2014,Male,0,1
224141,3364,210907,4.0,2014-01-14,Female&Male,Camera & Photo,Canon,2014,Female,0,1
224176,1585,210940,5.0,2014-01-14,Female&Male,Camera & Photo,Nikon,2014,Male,0,1
224181,2916,210943,3.0,2014-01-14,Female&Male,Camera & Photo,Canon,2014,Female,0,1
224299,1549,211047,5.0,2014-01-14,Female,Computers & Accessories,EldHus,2014,Female,0,1
224377,3403,190109,5.0,2014-01-14,Female&Male,Headphones,EldHus,2014,Female,0,1
224438,1780,211174,5.0,2014-01-15,Male,Computers & Accessories,Logitech,2014,Male,0,1
224454,2031,211190,5.0,2014-01-15,Female,Computers & Accessories,Logitech,2014,Male,0,1
224505,3411,190410,4.0,2014-01-15,Male,Headphones,JLAB,2014,Male,1,1
224510,1258,89881,5.0,2014-01-15,Female&Male,Camera & Photo,Fujifilm,2014,Female,2,1
224634,2400,211357,3.0,2014-01-15,Female&Male,Headphones,JLAB,2014,Female,0,1
224637,2454,211359,5.0,2014-01-15,Female&Male,Television & Video,Pyle,2014,Male,0,1
224673,2916,211392,5.0,2014-01-15,Female&Male,Camera & Photo,Canon,2014,Female,0,1
224685,1661,211403,5.0,2014-01-15,Male,Computers & Accessories,Logitech,2014,Male,0,1
224737,1593,211452,5.0,2014-01-15,Female&Male,Camera & Photo,Canon,2014,Male,0,1
224758,3338,109710,5.0,2014-01-15,Male,Headphones,Jabra,2014,Male,1,1
224761,2845,211473,1.0,2014-01-15,Female&Male,Portable Audio & Video,DBPOWER,2014,Male,0,1
224797,1242,211507,3.0,2014-01-15,Male,Headphones,Sennheiser,2014,Female,0,1
224836,3288,211541,5.0,2014-01-15,Female,Computers & Accessories,Logitech,2014,Male,0,1
224840,2868,211545,3.0,2014-01-15,Female,Camera & Photo,Samsung,2014,Female,0,1
224851,2868,211556,2.0,2014-01-15,Female,Camera & Photo,Samsung,2014,Female,0,1
224926,2881,23314,4.0,2014-01-15,Male,Camera & Photo,Canon,2014,Male,2,1
224989,2868,24350,4.0,2014-01-16,Female,Camera & Photo,Samsung,2014,Male,0,1
225032,3357,211716,5.0,2014-01-16,Female&Male,Computers & Accessories,Etre Jeune,2014,Female,0,1
225204,1210,68475,2.0,2014-01-16,Female,Accessories & Supplies,EldHus,2014,Male,2,1
225254,3008,211915,5.0,2014-01-16,Female,Camera & Photo,Samsung,2014,Female,0,1
225280,3011,211939,4.0,2014-01-16,Male,Camera & Photo,Fujifilm,2014,Female,0,1
225364,3338,212017,3.0,2014-01-16,Male,Headphones,Jabra,2014,Female,0,1
225370,154,212022,4.0,2014-01-16,Female&Male,Headphones,EldHus,2014,Female,0,1
225372,1258,211939,5.0,2014-01-16,Female&Male,Camera & Photo,Fujifilm,2014,Female,2,1
225390,1473,212041,4.0,2014-01-16,Female,Accessories & Supplies,Etre Jeune,2014,Female,0,1
225395,2129,212046,5.0,2014-01-16,Female&Male,Television & Video,Samsung,2014,Male,0,1
225408,3556,212059,4.0,2014-01-16,Female&Male,Computers & Accessories,Plemo,2014,Male,0,1
225421,1124,212072,4.0,2014-01-17,Male,Computers & Accessories,Logitech,2014,Male,0,1
225436,2569,212087,5.0,2014-01-17,Female&Male,Camera & Photo,ViewSonic,2014,Male,0,1
225482,3106,212130,4.0,2014-01-17,Female,Computers & Accessories,Bose,2014,Male,0,1
225715,2683,212345,2.0,2014-01-17,Female,Computers & Accessories,DBPOWER,2014,Female,0,1
225716,1398,212346,4.0,2014-01-17,Male,Camera & Photo,Fujifilm,2014,Male,0,1
225738,3173,212367,5.0,2014-01-17,Female&Male,Computers & Accessories,ViewSonic,2014,Male,0,1
225762,2910,114115,4.0,2014-01-17,Female,Camera & Photo,HP,2014,Female,2,1
225806,1670,212429,5.0,2014-01-17,Female&Male,Headphones,Bose,2014,Female,0,1
225811,1670,212433,5.0,2014-01-17,Female&Male,Headphones,Bose,2014,Male,0,1
225853,1593,212471,5.0,2014-01-18,Female&Male,Camera & Photo,Canon,2014,Female,0,1
225876,2545,212494,4.0,2014-01-18,Female&Male,Headphones,JLAB,2014,Female,0,1
225889,3357,141184,4.0,2014-01-18,Female&Male,Computers & Accessories,Etre Jeune,2014,Male,2,1
225908,2454,108412,3.0,2014-01-18,Female&Male,Television & Video,Pyle,2014,Male,2,1
225915,3173,212531,5.0,2014-01-18,Female&Male,Computers & Accessories,ViewSonic,2014,Male,0,1
225948,1423,212561,5.0,2014-01-18,Female,Camera & Photo,Kodak,2014,Male,0,1
225979,111,212589,5.0,2014-01-18,Female&Male,Headphones,Panasonic,2014,Male,0,1
226008,259,212616,3.0,2014-01-18,Male,Headphones,Sennheiser,2014,Female,0,1
226021,2129,212628,1.0,2014-01-18,Female&Male,Television & Video,Samsung,2014,Male,0,1
226051,2979,212655,5.0,2014-01-18,Female,Camera & Photo,Canon,2014,Male,0,1
226064,1585,212667,4.0,2014-01-18,Female&Male,Camera & Photo,Nikon,2014,Male,0,1
226085,3189,212688,5.0,2014-01-18,Female&Male,Headphones,Etre Jeune,2014,Female,0,1
226098,1825,212701,5.0,2014-01-18,Female&Male,Headphones,Bose,2014,Male,0,1
226160,1670,212754,4.0,2014-01-18,Female&Male,Headphones,Bose,2014,Male,0,1
226243,1210,212786,5.0,2014-01-18,Female,Accessories & Supplies,EldHus,2014,Male,2,1
226321,1323,212904,5.0,2014-01-19,Male,Car Electronics & GPS,Garmin,2014,Male,0,1
226427,2831,213003,3.0,2014-01-19,Female,Camera & Photo,Nikon,2014,Female,0,1
226448,2979,213024,4.0,2014-01-19,Female,Camera & Photo,Canon,2014,Male,0,1
226495,1593,211467,5.0,2014-01-19,Female&Male,Camera & Photo,Canon,2014,Female,2,1
226513,2129,213081,1.0,2014-01-19,Female&Male,Television & Video,Samsung,2014,Male,0,1
226523,2129,213091,2.0,2014-01-19,Female&Male,Television & Video,Samsung,2014,Male,0,1
226533,2400,213101,4.0,2014-01-19,Female&Male,Headphones,JLAB,2014,Female,0,1
226550,1575,213116,5.0,2014-01-19,Male,Headphones,Sony,2014,Female,0,1
226551,1575,213117,5.0,2014-01-19,Male,Headphones,Sony,2014,Female,0,1
226554,1575,213120,4.0,2014-01-19,Male,Headphones,Sony,2014,Female,0,1
226574,1105,213140,1.0,2014-01-19,Male,Car Electronics & GPS,Garmin,2014,Male,0,1
226617,1670,213181,5.0,2014-01-19,Female&Male,Headphones,Bose,2014,Male,0,1
226674,3802,213236,5.0,2014-01-19,Male,Portable Audio & Video,Pyle,2014,Female,0,1
226678,2106,213240,5.0,2014-01-19,Female&Male,Accessories & Supplies,EldHus,2014,Female,0,1
226683,1780,213245,5.0,2014-01-19,Male,Computers & Accessories,Logitech,2014,Female,0,1
226689,1936,94081,5.0,2014-01-20,Female,Headphones,JLAB,2014,Male,1,1
226698,3411,213259,3.0,2014-01-20,Male,Headphones,JLAB,2014,Male,0,1
226710,3556,213270,5.0,2014-01-20,Female&Male,Computers & Accessories,Plemo,2014,Female,0,1
226718,1423,50351,5.0,2014-01-20,Female,Camera & Photo,Kodak,2014,Female,2,1
226758,2863,213314,4.0,2014-01-20,Male,Computers & Accessories,EldHus,2014,Male,0,1
226809,111,200008,3.0,2014-01-20,Female&Male,Headphones,Panasonic,2014,Female,2,1
226822,111,213374,5.0,2014-01-20,Female&Male,Headphones,Panasonic,2014,Male,0,1
226856,1258,213406,4.0,2014-01-20,Female&Male,Camera & Photo,Fujifilm,2014,Female,0,1
226879,2031,60861,5.0,2014-01-20,Female,Computers & Accessories,Logitech,2014,Male,2,1
227013,3090,213549,4.0,2014-01-20,Female,Home Audio,Pyle,2014,Female,0,1
227091,2095,213620,3.0,2014-01-20,Female,Camera & Photo,Canon,2014,Female,0,1
227104,259,213633,4.0,2014-01-20,Male,Headphones,Sennheiser,2014,Male,0,1
227117,1670,213645,5.0,2014-01-20,Female&Male,Headphones,Bose,2014,Male,0,1
227123,3898,213650,4.0,2014-01-20,Female,Portable Audio & Video,Generic,2014,Female,0,1
227134,1670,213660,5.0,2014-01-20,Female&Male,Headphones,Bose,2014,Male,0,1
227144,3452,213670,3.0,2014-01-20,Male,Car Electronics & GPS,Pyle,2014,Female,0,1
227196,1242,182261,5.0,2014-01-20,Male,Headphones,Sennheiser,2014,Male,2,1
227201,2106,213719,5.0,2014-01-20,Female&Male,Accessories & Supplies,EldHus,2014,Female,0,1
227205,1258,213722,5.0,2014-01-21,Female&Male,Camera & Photo,Fujifilm,2014,Female,0,1
227232,2868,213749,1.0,2014-01-21,Female,Camera & Photo,Samsung,2014,Female,0,1
227253,2900,213769,5.0,2014-01-21,Female&Male,Headphones,Jabra,2014,Male,0,1
227335,1473,213847,5.0,2014-01-21,Female,Accessories & Supplies,Etre Jeune,2014,Male,0,1
227367,3432,213879,5.0,2014-01-21,Male,Headphones,Bose,2014,Male,0,1
227397,2881,213906,5.0,2014-01-21,Male,Camera & Photo,Canon,2014,Male,0,1
227413,2881,134815,5.0,2014-01-21,Male,Camera & Photo,Canon,2014,Female,0,1
227433,927,213938,5.0,2014-01-21,Female,Accessories & Supplies,EldHus,2014,Female,0,1
227485,2159,213985,5.0,2014-01-21,Male,Portable Audio & Video,Uniden,2014,Male,0,1
227491,751,213991,5.0,2014-01-21,Female,Camera & Photo,Fujifilm,2014,Female,0,1
227504,1575,214004,5.0,2014-01-21,Male,Headphones,Sony,2014,Female,0,1
227518,3029,214017,5.0,2014-01-21,Female&Male,Headphones,Bose,2014,Male,0,1
227556,1861,214053,5.0,2014-01-21,Female,Accessories & Supplies,EldHus,2014,Male,0,1
227585,1670,214080,5.0,2014-01-21,Female&Male,Headphones,Bose,2014,Female,0,1
227611,2129,214104,1.0,2014-01-21,Female&Male,Television & Video,Samsung,2014,Female,0,1
227630,33,214122,5.0,2014-01-21,Female&Male,Portable Audio & Video,Pyle,2014,Female,0,1
227646,3903,214138,5.0,2014-01-21,Female,Camera & Photo,Gary Fong,2014,Female,0,1
227696,1575,214183,5.0,2014-01-21,Male,Headphones,Sony,2014,Male,0,1
227770,3189,148618,5.0,2014-01-22,Female&Male,Headphones,Etre Jeune,2014,Male,0,1
227772,2129,214253,4.0,2014-01-22,Female&Male,Television & Video,Samsung,2014,Female,0,1
227775,2129,214256,5.0,2014-01-22,Female&Male,Television & Video,Samsung,2014,Female,0,1
227784,2129,214265,3.0,2014-01-22,Female&Male,Television & Video,Samsung,2014,Male,0,1
227805,2880,214284,5.0,2014-01-22,Female&Male,Headphones,TaoTronics,2014,Female,0,1
227834,1670,214309,5.0,2014-01-22,Female&Male,Headphones,Bose,2014,Male,0,1
227837,2031,214312,4.0,2014-01-22,Female,Computers & Accessories,Logitech,2014,Female,0,1
227838,2214,214313,3.0,2014-01-22,Male,Television & Video,Toshiba,2014,Male,0,1
227839,2031,214314,5.0,2014-01-22,Female,Computers & Accessories,Logitech,2014,Male,0,1
227842,1670,189151,5.0,2014-01-22,Female&Male,Headphones,Bose,2014,Male,2,1
227846,111,121313,5.0,2014-01-22,Female&Male,Headphones,Panasonic,2014,Male,2,1
227853,259,127779,5.0,2014-01-22,Male,Headphones,Sennheiser,2014,Male,2,1
227866,2129,214333,5.0,2014-01-22,Female&Male,Television & Video,Samsung,2014,Male,0,1
227896,1605,214361,5.0,2014-01-22,Female,Camera & Photo,Neewer,2014,Male,0,1
227904,3106,214369,4.0,2014-01-22,Female,Computers & Accessories,Bose,2014,Male,0,1
227930,3452,214395,1.0,2014-01-22,Male,Car Electronics & GPS,Pyle,2014,Male,0,1
227950,1882,214414,2.0,2014-01-22,Female&Male,Headphones,JLAB,2014,Female,0,1
228006,1750,27780,2.0,2014-01-22,Male,Accessories & Supplies,Jabra,2014,Male,0,1
228019,1988,214472,2.0,2014-01-22,Female,Computers & Accessories,Pyle,2014,Male,0,1
228037,272,214488,4.0,2014-01-22,Female&Male,Headphones,EldHus,2014,Female,0,1
228046,3024,214497,5.0,2014-01-22,Female,Computers & Accessories,Fintie,2014,Female,0,1
228119,3411,214562,2.0,2014-01-22,Male,Headphones,JLAB,2014,Female,0,1
228151,2881,214593,5.0,2014-01-22,Male,Camera & Photo,Canon,2014,Male,0,1
228175,2903,88739,4.0,2014-01-22,Female,Computers & Accessories,Jabra,2014,Male,1,1
228216,2569,214389,3.0,2014-01-22,Female&Male,Camera & Photo,ViewSonic,2014,Male,1,1
228229,154,214663,5.0,2014-01-22,Female&Male,Headphones,EldHus,2014,Female,0,1
228242,2400,214674,5.0,2014-01-23,Female&Male,Headphones,JLAB,2014,Male,0,1
228245,3106,214677,2.0,2014-01-23,Female,Computers & Accessories,Bose,2014,Female,0,1
228247,3106,29752,2.0,2014-01-23,Female,Computers & Accessories,Bose,2014,Male,0,1
228276,1760,98841,4.0,2014-01-23,Female,Computers & Accessories,Logitech,2014,Male,2,1
228312,1670,214738,5.0,2014-01-23,Female&Male,Headphones,Bose,2014,Female,0,1
228337,3432,214763,5.0,2014-01-23,Male,Headphones,Bose,2014,Male,0,1
228349,1156,214775,5.0,2014-01-23,Female,Camera & Photo,Nikon,2014,Female,0,1
228356,3411,150692,5.0,2014-01-23,Male,Headphones,JLAB,2014,Male,2,1
228364,1670,214787,5.0,2014-01-23,Female&Male,Headphones,Bose,2014,Male,0,1
228365,1670,214788,5.0,2014-01-23,Female&Male,Headphones,Bose,2014,Female,0,1
228371,3162,191452,5.0,2014-01-23,Female,Camera & Photo,Samsung,2014,Male,2,1
228391,2626,214812,5.0,2014-01-23,Female&Male,Headphones,EldHus,2014,Female,0,1
228403,259,214824,5.0,2014-01-23,Male,Headphones,Sennheiser,2014,Female,0,1
228504,111,214921,5.0,2014-01-23,Female&Male,Headphones,Panasonic,2014,Male,0,1
228557,2129,214971,5.0,2014-01-23,Female&Male,Television & Video,Samsung,2014,Male,0,1
228564,1447,214978,5.0,2014-01-23,Female&Male,Headphones,Bose,2014,Female,0,1
228573,2931,214987,5.0,2014-01-23,Female,Camera & Photo,Samsung,2014,Female,0,1
228616,1575,215024,5.0,2014-01-23,Male,Headphones,Sony,2014,Female,0,1
228625,2400,215033,5.0,2014-01-23,Female&Male,Headphones,JLAB,2014,Female,0,1
228627,3189,215035,5.0,2014-01-23,Female&Male,Headphones,Etre Jeune,2014,Female,0,1
228633,3002,215038,4.0,2014-01-23,Female&Male,Camera & Photo,Canon,2014,Male,0,1
228669,2159,144030,3.0,2014-01-23,Male,Portable Audio & Video,Uniden,2014,Male,2,1
228696,2129,55254,5.0,2014-01-24,Female&Male,Television & Video,Samsung,2014,Male,2,1
228700,927,149566,4.0,2014-01-24,Female,Accessories & Supplies,EldHus,2014,Female,1,1
228780,3913,215172,5.0,2014-01-24,Male,Accessories & Supplies,ebasy,2014,Female,0,1
228812,2400,215202,3.0,2014-01-24,Female&Male,Headphones,JLAB,2014,Female,0,1
228833,2400,168308,4.0,2014-01-24,Female&Male,Headphones,JLAB,2014,Female,2,1
228873,511,215259,4.0,2014-01-24,Female&Male,Home Audio,Sony,2014,Male,0,1
228896,3557,215279,5.0,2014-01-24,Female,Headphones,Tiamat,2014,Female,0,1
228928,1423,215308,1.0,2014-01-24,Female,Camera & Photo,Kodak,2014,Female,0,1
228933,1882,215312,4.0,2014-01-24,Female&Male,Headphones,JLAB,2014,Female,0,1
228998,2410,215375,5.0,2014-01-24,Female&Male,Portable Audio & Video,Pyle,2014,Female,0,1
229003,2410,215380,1.0,2014-01-24,Female&Male,Portable Audio & Video,Pyle,2014,Male,0,1
229014,1760,215390,5.0,2014-01-24,Female,Computers & Accessories,Logitech,2014,Female,0,1
229021,2129,215397,5.0,2014-01-24,Female&Male,Television & Video,Samsung,2014,Male,0,1
229042,1670,215414,4.0,2014-01-24,Female&Male,Headphones,Bose,2014,Female,0,1
229047,3606,215419,3.0,2014-01-24,Male,Headphones,Philips,2014,Male,0,1
229107,2129,215476,5.0,2014-01-25,Female&Male,Television & Video,Samsung,2014,Female,0,1
229114,2129,215482,5.0,2014-01-25,Female&Male,Television & Video,Samsung,2014,Male,0,1
229154,3711,160182,5.0,2014-01-25,Female,Computers & Accessories,Koolertron,2014,Female,0,1
229156,3162,215519,5.0,2014-01-25,Female,Camera & Photo,Samsung,2014,Male,0,1
229164,1670,215527,4.0,2014-01-25,Female&Male,Headphones,Bose,2014,Female,0,1
229275,17,215629,2.0,2014-01-25,Female,Camera & Photo,Fujifilm,2014,Female,0,1
229283,3530,215637,2.0,2014-01-25,Female&Male,Portable Audio & Video,Pyle,2014,Male,0,1
229312,3648,215662,5.0,2014-01-25,Male,Computers & Accessories,Samsung,2014,Female,0,1
229332,1124,215680,5.0,2014-01-25,Male,Computers & Accessories,Logitech,2014,Male,0,1
229365,1304,215708,5.0,2014-01-25,Female,Camera & Photo,Nikon,2014,Female,0,1
229399,2194,215738,1.0,2014-01-25,Female,Television & Video,Philips,2014,Female,0,1
229427,1670,215764,5.0,2014-01-26,Female&Male,Headphones,Bose,2014,Male,0,1
229435,1670,215772,5.0,2014-01-26,Female&Male,Headphones,Bose,2014,Male,0,1
229448,1605,202028,5.0,2014-01-26,Female,Camera & Photo,Neewer,2014,Female,0,1
229459,1575,215794,1.0,2014-01-26,Male,Headphones,Sony,2014,Male,0,1
229523,1242,215854,5.0,2014-01-26,Male,Headphones,Sennheiser,2014,Male,0,1
229547,3293,215875,5.0,2014-01-26,Female,Security & Surveillance,Samsung,2014,Male,0,1
229564,1124,215891,5.0,2014-01-26,Male,Computers & Accessories,Logitech,2014,Male,0,1
